4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-3.999845220100167076e+00,8.004146803259999388e+02,8.250000000000000000e+02,2.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.064114211290235978e+00,2.408729540833000101e+03,2.508000000000000000e+03,3.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.639229297983533229e+00,1.529059697444999983e+03,1.584000000000000000e+03,4.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.819343715526423821e+00,1.418461136196000098e+03,1.485000000000000000e+03,2.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.862408878802392032e+00,1.083253627795999819e+03,1.122000000000000000e+03,3.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.853446936687308977e+00,1.411105792181999959e+03,1.452000000000000000e+03,2.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.823566557923131271e+00,8.674471530369999073e+02,8.910000000000000000e+02,2.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.786157615075225635e+00,1.530294005751999975e+03,1.584000000000000000e+03,3.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.747439177637271079e+00,6.072763107310000805e+02,6.270000000000000000e+02,4.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,1.200000000000000000e+01,3.200000000000000000e+01,3.217000000000000000e+03,-7.711922897762305773e+00,2.115127525932000026e+03,2.211000000000000000e+03,3.000000000000000000e+00
