2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,1.641747560963697505e-01,4.183712669999999911e-01,2.200000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.052463159642750945e+00,5.518505870000000035e-01,4.000000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.107467191702583564e+00,1.152959939999999989e-01,1.000000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.026195550082433794e+00,3.376239580000000018e-01,2.200000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-1.004958136562609683e+00,3.969494210000000245e-01,2.600000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-9.076154695975058306e-01,3.985798219999999725e-01,2.800000000000000000e+01,3.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-9.395292112667499307e-01,3.763508819999999977e-01,1.800000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-9.219891884895610179e-01,3.616030799999999656e-01,1.800000000000000000e+01,2.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-6.837517571991932330e-01,1.381248706999999909e+00,1.160000000000000000e+02,3.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,8.900000000000000000e+01,-6.560527174180041943e-01,5.290158490000000935e-01,3.200000000000000000e+01,3.000000000000000000e+00
